,roc_auc_score,euclidean,canberra,cosine,Parents,Variation_Function,Individual,Generation,Submitted Timestamp,Completed Timestamp,Eval Error,Pareto_Front,pipeline_scores_Euc,pipeline_scores_Canberra,pipeline_scores_cosine,selected_fs,pr_auc,f1_score,precision,recall
"('SequentialPipeline', 'FeatureSetSelector(192)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5545187301946582,0.978015132522478,10.225245542137891,0.9113485189556808,"(('SequentialPipeline', 'FeatureSetSelector(522)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(522)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ced6dc4c0>,99.0,1764895433.732022,1764895435.835512,,,3.0,3.0,3.0,192,0.5400141507095978,0.5299718385409682,0.534487422234244,0.5255319148936171
"('SequentialPipeline', 'FeatureSetSelector(63)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)'))",0.5632025237664102,0.671863883842202,7.999688768966053,0.5122637092699772,"(('SequentialPipeline', 'FeatureSetSelector(227)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(219)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ced6dc100>,99.0,1764895433.5284503,1764895435.4540808,,,1.0,2.0,1.0,63,0.544668619560609,0.5481366459627329,0.5337701612903226,0.5632978723404255
"('SequentialPipeline', 'FeatureSetSelector(81)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0009061742950523376)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)'))",0.5636464463558171,0.924026261825624,9.98071944646088,1.07134814506333,"(('SequentialPipeline', 'FeatureSetSelector(81)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(127)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0009061742950523376)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x15539694f220>,99.0,1764895433.3551145,1764895435.6490476,,,3.0,3.0,3.0,81,0.5457936418012503,0.5438875629806418,0.5423056583818086,0.5454787234042553
"('SequentialPipeline', 'FeatureSetSelector(187)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)'))",0.5531909942281575,0.5240636107181085,5.911777629995224,0.4064132723091965,"(('SequentialPipeline', 'FeatureSetSelector(187)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(456)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x15538ac64cd0>,99.0,1764895433.170947,1764895436.332087,,,0.0,0.0,0.0,187,0.5412781514541469,0.5250881475454299,0.5356945213060321,0.5148936170212766
"('SequentialPipeline', 'FeatureSetSelector(216)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0014732327302502226)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=None, max_depth=1, n_estimators=99, n_jobs=1, num_leaves=44, verbose=-1)'))",0.5679372736532368,0.9103064949796528,10.950936306490004,1.0817265406387415,"(('SequentialPipeline', 'FeatureSetSelector(384)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0014732327302502226)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=None, max_depth=1, n_estimators=99, n_jobs=1, num_leaves=44, verbose=-1)')), ('SequentialPipeline', 'FeatureSetSelector(384)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0014732327302502226)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=None, max_depth=1, n_estimators=99, n_jobs=1, num_leaves=44, verbose=-1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x15538ac645b0>,99.0,1764895432.899366,1764895438.5106523,,,3.0,3.0,3.0,216,0.5450540922755398,0.5718933800525591,0.5400614511935713,0.6077127659574468
"('SequentialPipeline', 'FeatureSetSelector(73)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)'))",0.550117346650068,0.4817089666026003,6.534384043518412,0.3401799188241197,"(('SequentialPipeline', 'FeatureSetSelector(205)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.010083955808461395)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(187)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154d31d5a050>,99.0,1764895432.663759,1764895434.7856567,,,0.0,0.0,0.0,73,0.5298405440492715,0.5574640060621369,0.5307840307840308,0.586968085106383
"('SequentialPipeline', 'FeatureSetSelector(42)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=82.46476612675707)', 'Passthrough()', 'LGBMClassifier(boosting_type=goss, class_weight=balanced, max_depth=6, n_estimators=29, n_jobs=1, num_leaves=223, verbose=-1)'))",0.5527080268220914,0.4662559366024669,6.469227739011619,0.2291271794377891,"(('SequentialPipeline', 'FeatureSetSelector(331)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.00012115303276181259)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(125)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=82.46476612675707)', 'Passthrough()', 'LGBMClassifier(boosting_type=goss, class_weight=balanced, max_depth=6, n_estimators=29, n_jobs=1, num_leaves=223, verbose=-1)')))","ind_crossover , ind_mutate",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553cb657040>,99.0,1764895432.448056,1764895433.4499865,,,0.0,0.0,0.0,42,0.5409808768522627,0.5172223753100027,0.5365923384791309,0.49920212765957445
"('SequentialPipeline', 'FeatureSetSelector(506)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5941168232231778,0.6253775143952454,7.3329642239493,0.4501109121934348,"(('SequentialPipeline', 'FeatureSetSelector(99)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(99)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154d47128820>,99.0,1764895432.2685409,1764895438.8642826,,,1.0,1.0,1.0,506,0.5596098538926456,0.5971669980119284,0.5604011194029851,0.6390957446808511
"('SequentialPipeline', 'FeatureSetSelector(140)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.005039839560418313)', frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)'))",0.5630942663535536,0.7345481873618741,9.7803447523804,0.9285034635331444,"(('SequentialPipeline', 'FeatureSetSelector(140)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.005039839560418313)', frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553c3b00e50>,99.0,1764895431.895616,1764895435.8332555,,,2.0,3.0,3.0,140,0.5482310480151077,0.5578771952313806,0.538480574115318,0.5787234042553191
"('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.000512214735866207)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5903563546853781,0.6124102120880281,7.130116645606907,0.4616530191559076,"(('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553d2d48af0>,99.0,1764895431.6759841,1764895434.979361,,,1.0,1.0,1.0,504,0.5486014172642789,0.5661162397607593,0.5538031035359959,0.5789893617021277
"('SequentialPipeline', 'FeatureSetSelector(289)', ('SequentialPipeline', 'RobustScaler(q_max=0.7454024294431919, q_min=0.1233867800523318)', 'SelectPercentile(percentile=81.97893661708274)', frozenset({'FeatureUnion', 'ColumnOneHotEncoder()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=entropy, max_features=0.08506592387676364, min_samples_leaf=18, min_samples_split=19, n_estimators=128)'))",0.5332060604345858,0.5185121686981563,5.9863156766248,0.4081556765251541,"(('SequentialPipeline', 'FeatureSetSelector(382)', ('SequentialPipeline', 'RobustScaler(q_max=0.7454024294431919, q_min=0.1233867800523318)', 'SelectPercentile(percentile=81.97893661708274)', frozenset({'FeatureUnion', 'ColumnOneHotEncoder()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=entropy, max_features=0.08506592387676364, min_samples_leaf=18, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(382)', ('SequentialPipeline', 'RobustScaler(q_max=0.7454024294431919, q_min=0.1233867800523318)', 'SelectPercentile(percentile=81.97893661708274)', frozenset({'FeatureUnion', 'ColumnOneHotEncoder()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=entropy, max_features=0.08506592387676364, min_samples_leaf=18, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x155273666dd0>,99.0,1764895431.4789379,1764895433.273522,,,0.0,0.0,0.0,289,0.5206473570368441,0.506578947368421,0.5226244343891403,0.49148936170212765
"('SequentialPipeline', 'FeatureSetSelector(379)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.7913674766297484, min_samples_leaf=19, min_samples_split=2, n_estimators=128)'))",0.5668648851290177,1.0627599723548309,10.56916803422378,0.9788416507004396,"(('SequentialPipeline', 'FeatureSetSelector(379)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(379)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154d464016c0>,99.0,1764895431.3170748,1764895464.824533,,,3.0,3.0,3.0,379,0.5433121138421417,0.559611947919326,0.538046146293569,0.5829787234042553
