,roc_auc_score,euclidean,canberra,cosine,Parents,Variation_Function,Individual,Generation,Submitted Timestamp,Completed Timestamp,Eval Error,Pareto_Front,pipeline_scores_Euc,pipeline_scores_Canberra,pipeline_scores_cosine,selected_fs,pr_auc,f1_score,precision,recall
"('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion', 'Binarizer(threshold=0.9658248514334943)'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5727921995246718,0.8267986295009595,8.635348525428702,0.7156384971258551,"(('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(20)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caadde5f0>,99.0,1764895423.5540414,1764895427.8376617,,,3.0,3.0,2.0,173,0.5447068005314342,0.5700346642701245,0.5510052122114668,0.5904255319148937
"('SequentialPipeline', 'FeatureSetSelector(91)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5492475384789498,0.6674154703924212,7.784128319846716,0.4805195925279956,"(('SequentialPipeline', 'FeatureSetSelector(379)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(379)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caaaa44c0>,99.0,1764895423.463183,1764895427.0508456,,,1.0,1.0,1.0,91,0.5296027915122431,0.5551020408163265,0.5333333333333333,0.5787234042553191
"('SequentialPipeline', 'FeatureSetSelector(159)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5563144380941603,0.6030127374854323,6.304286254070208,0.3203952443892733,"(('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ce2c54a30>,99.0,1764895423.2771628,1764895426.5150664,,,1.0,0.0,0.0,159,0.5379247805513927,0.5432453619022733,0.5338983050847458,0.5529255319148936
"('SequentialPipeline', 'FeatureSetSelector(287)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'KNeighborsClassifier(metric=minkowski, n_jobs=1, n_neighbors=3, p=2, weights=distance)'))",0.5228158244680852,0.8181931887725576,10.011987437512056,0.9409282405456584,"(('SequentialPipeline', 'FeatureSetSelector(287)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(287)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154dbe04cd30>,99.0,1764895423.0766773,1764895424.3478577,,,3.0,3.0,3.0,287,0.5172676855166961,0.5102694051747133,0.5117710005350454,0.5087765957446808
"('SequentialPipeline', 'FeatureSetSelector(397)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00041853484635548816)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5684558199411498,0.7026423633561119,8.078539403263292,0.7622973782355532,"(('SequentialPipeline', 'FeatureSetSelector(397)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(513)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0008864898931895472)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))","ind_crossover , ind_mutate",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cdd5c7f40>,99.0,1764895422.8466377,1764895425.7008157,,,2.0,2.0,3.0,397,0.5422350774467448,0.5551480220068117,0.5469798657718121,0.5635638297872341
"('SequentialPipeline', 'FeatureSetSelector(241)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)'))",0.5664658428587596,0.7343328012348513,7.908383737993726,0.6552087617679355,"(('SequentialPipeline', 'FeatureSetSelector(309)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(309)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa5ad4b0>,99.0,1764895422.42919,1764895429.5042062,,,2.0,2.0,2.0,241,0.5424142656604827,0.5820197044334975,0.5419724770642201,0.6284574468085107
"('SequentialPipeline', 'FeatureSetSelector(309)', ('SequentialPipeline', 'Normalizer(norm=l2)', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)'))",0.5522979147804437,0.4899801009424497,5.833025469119752,0.0509408628592849,"(('SequentialPipeline', 'FeatureSetSelector(309)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(309)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa489a80>,99.0,1764895422.0200074,1764895426.1158066,,,0.0,0.0,0.0,309,0.5318373525880785,0.5330314331379862,0.5338847385272145,0.5321808510638298
"('SequentialPipeline', 'FeatureSetSelector(338)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.00039115464729928)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.8304698918013398, min_samples_leaf=18, min_samples_split=4, n_estimators=128)'))",0.5575635892937981,0.7173862002565325,8.736941914836121,0.7917347797152123,"(('SequentialPipeline', 'FeatureSetSelector(338)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.00039115464729928)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(338)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.00039115464729928)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa48a890>,99.0,1764895421.5446455,1764895440.7534268,,,2.0,3.0,3.0,338,0.5325932221960893,0.5668652554189377,0.5415354807459434,0.5946808510638298
"('SequentialPipeline', 'FeatureSetSelector(252)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5871041053644183,0.7345680826766069,8.143181303473751,0.4245384683942768,"(('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa28bf10>,99.0,1764895421.4735882,1764895425.1350765,,,2.0,2.0,1.0,252,0.5580829539179617,0.6052945385165752,0.5486381322957199,0.675
"('SequentialPipeline', 'FeatureSetSelector(335)', ('SequentialPipeline', 'Passthrough()', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.5088378448816231, min_samples_leaf=17, min_samples_split=17, n_estimators=100, n_jobs=1)'))",0.5527291760977818,0.3355548282093586,5.649104780456254,0.1640770586200599,"(('SequentialPipeline', 'FeatureSetSelector(278)', ('SequentialPipeline', 'Passthrough()', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.5088378448816231, min_samples_leaf=17, min_samples_split=17, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(338)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.00039115464729928)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa37e9b0>,99.0,1764895421.3996072,1764895424.5225065,,,0.0,0.0,0.0,335,0.5366684975407257,0.5485877170251361,0.534866093986862,0.563031914893617
"('SequentialPipeline', 'FeatureSetSelector(282)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5592188561000453,0.7010859441500129,7.682301903222601,0.5921386625487199,"(('SequentialPipeline', 'FeatureSetSelector(228)', ('SequentialPipeline', 'RobustScaler(q_max=0.9606801264470071, q_min=0.006373592419201737)', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(357)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))","ind_mutate , ind_mutate , ind_crossover",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa067f10>,99.0,1764895421.042732,1764895423.3836536,,,2.0,1.0,2.0,282,0.5436731293536837,0.5764563106796117,0.5301339285714286,0.6316489361702128
"('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'BernoulliNB(alpha=14.443688016303385, fit_prior=False)'))",0.5105967420212767,0.8267986295009595,8.635348525428702,0.7156384971258551,"(('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa28bc40>,99.0,1764895420.9733467,1764895422.7697408,,,3.0,3.0,2.0,173,0.506251318990277,0.6143886394486792,0.5057589822932783,0.7824468085106383
"('SequentialPipeline', 'FeatureSetSelector(516)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5869523822996832,0.5720145456611966,7.212542478588784,0.4125448767743601,"(('SequentialPipeline', 'FeatureSetSelector(475)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(475)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca9b70670>,99.0,1764895420.9020555,1764895423.9518356,,,1.0,1.0,1.0,516,0.5579499080018853,0.5675954592363261,0.5511022044088176,0.5851063829787234
"('SequentialPipeline', 'FeatureSetSelector(127)', ('SequentialPipeline', 'Passthrough()', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.5088378448816231, min_samples_leaf=17, min_samples_split=17, n_estimators=100, n_jobs=1)'))",0.5556605081484834,0.6753457943069073,8.688038993861399,0.716544299099099,"(('SequentialPipeline', 'FeatureSetSelector(127)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0009061742950523376)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(6)', ('SequentialPipeline', 'Passthrough()', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.5088378448816231, min_samples_leaf=17, min_samples_split=17, n_estimators=100, n_jobs=1)')))","ind_mutate , ind_mutate , ind_crossover",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca995f6a0>,99.0,1764895420.7287033,1764895423.191254,,,1.0,3.0,2.0,127,0.53260189041006,0.5782230806373733,0.5293987621573828,0.636968085106383
"('SequentialPipeline', 'FeatureSetSelector(155)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00014302862140019656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)'))",0.5717812429266637,0.7869915548998478,8.641722552504852,0.7787193358677554,"(('SequentialPipeline', 'FeatureSetSelector(524)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00014302862140019656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(524)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00014302862140019656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca9851c00>,99.0,1764895420.5608935,1764895423.3819947,,,3.0,3.0,3.0,155,0.5424784598558122,0.5682976554536188,0.5454990215264188,0.5930851063829787
"('SequentialPipeline', 'FeatureSetSelector(20)', ('SequentialPipeline', 'Normalizer(norm=l1)', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.52026397691263,0.5413986196107405,8.240334490509934,0.4721001682916781,"(('SequentialPipeline', 'FeatureSetSelector(20)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(20)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca9b70af0>,99.0,1764895420.360215,1764895425.4662533,,,0.0,2.0,1.0,20,0.5166679769973161,0.5275152142949631,0.514004542013626,0.5417553191489362
"('SequentialPipeline', 'FeatureSetSelector(450)', ('SequentialPipeline', 'RobustScaler(q_max=0.7454024294431919, q_min=0.1233867800523318)', 'SelectPercentile(percentile=81.97893661708274)', frozenset({'FeatureUnion', 'ColumnOneHotEncoder()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=entropy, max_features=0.08506592387676364, min_samples_leaf=18, min_samples_split=19, n_estimators=128)'))",0.5640827297419647,0.7626735854435582,7.5865259740784765,0.5744843457063217,"(('SequentialPipeline', 'FeatureSetSelector(382)', ('SequentialPipeline', 'RobustScaler(q_max=0.7454024294431919, q_min=0.1233867800523318)', 'SelectPercentile(percentile=81.97893661708274)', frozenset({'FeatureUnion', 'ColumnOneHotEncoder()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=entropy, max_features=0.08506592387676364, min_samples_leaf=18, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(420)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.00039115464729928)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))","ind_mutate , ind_mutate , ind_crossover",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca9756aa0>,99.0,1764895419.3511746,1764895423.7336538,,,2.0,1.0,2.0,450,0.5400981554334896,0.5790970933828077,0.541271676300578,0.6226063829787234
"('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.005039839560418313)', frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.48183020807959054, min_samples_leaf=13, min_samples_split=9, n_estimators=128)'))",0.5874029538252603,0.7038898986665391,7.846794830301762,0.5616650348077906,"(('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.005039839560418313)', frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.005039839560418313)', frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa866b90>,99.0,1764895419.1482022,1764895477.127459,,,2.0,1.0,1.0,538,0.5509548649886267,0.5928853754940712,0.5535055350553506,0.6382978723404256
"('SequentialPipeline', 'FeatureSetSelector(180)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5741173183567225,0.6959867030059191,8.357005643403552,0.6010962298589031,"(('SequentialPipeline', 'FeatureSetSelector(370)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(370)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca95f6e30>,99.0,1764895417.9266145,1764895421.9270732,,,2.0,2.0,2.0,180,0.5451573441464984,0.5469924812030075,0.5523318872017353,0.5417553191489362
